id,Dex Number,Region,Name,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Weight (lb.),Height (m)
717,475,Sinnoh,Mega Gallade,psychic,fighting,Inner Focus,,,68,165,95,65,115,110,618,124.3,1.6
718,476,Sinnoh,Probopass,rock,steel,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,749.6,1.4
719,477,Sinnoh,Dusknoir,ghost,,Pressure,,Frisk,45,100,135,65,135,45,525,235,2.2
720,478,Sinnoh,Froslass,ice,ghost,Snow Cloak,,Cursed Body,70,80,70,80,70,110,480,58.6,1.3
721,479,Sinnoh,Rotom,electric,ghost,Levitate,,,50,50,77,95,77,91,440,0.7,0.3
722,479,Sinnoh,Rotom-Heat,electric,fire,Levitate,,,50,65,107,105,107,86,520,0.7,0.3
723,479,Sinnoh,Rotom-Wash,electric,water,Levitate,,,50,65,107,105,107,86,520,0.7,0.3
724,479,Sinnoh,Rotom-Frost,electric,ice,Levitate,,,50,65,107,105,107,86,520,0.7,0.3
725,479,Sinnoh,Rotom-Fan,electric,flying,Levitate,,,50,65,107,105,107,86,520,0.7,0.3
726,479,Sinnoh,Rotom-Mow,electric,grass,Levitate,,,50,65,107,105,107,86,520,0.7,0.3
727,480,Sinnoh,Uxie,psychic,,Levitate,,,75,75,130,75,130,95,580,0.7,0.3
728,481,Sinnoh,Mesprit,psychic,,Levitate,,,80,105,105,105,105,80,580,0.7,0.3
729,482,Sinnoh,Azelf,psychic,,Levitate,,,75,125,70,125,70,115,580,0.7,0.3
730,483,Sinnoh,Dialga,steel,dragon,Pressure,,Telepathy,100,120,120,150,100,90,680,1505.8,5.4
731,484,Sinnoh,Palkia,water,dragon,Pressure,,Telepathy,90,120,100,150,120,100,680,740.8,4.2
732,485,Sinnoh,Heatran,fire,steel,Flash Fire,,Flame Body,91,90,106,130,106,77,600,948,1.7
733,486,Sinnoh,Regigigas,normal,,Slow Start,,,110,160,110,80,110,100,670,925.9,3.7
734,487,Sinnoh,Giratina-Altered,ghost,dragon,Pressure,,Telepathy,150,100,120,100,120,90,680,1653.5,4.5
735,487,Sinnoh,Giratina-Origin,ghost,dragon,Levitate,,,150,120,100,120,100,90,680,1433,6.9
736,488,Sinnoh,Cresselia,psychic,,Levitate,,,120,70,120,75,130,85,600,188.7,1.5
737,489,Sinnoh,Phione,water,,Hydration,,,80,80,80,80,80,80,480,6.8,0.4
738,490,Sinnoh,Manaphy,water,,Hydration,,,100,100,100,100,100,100,600,3.1,0.3
739,491,Sinnoh,Darkrai,dark,,Bad Dreams,,,70,90,90,135,90,125,600,111.3,1.5
740,492,Sinnoh,Shaymin,grass,,Natural Cure,,,100,100,100,100,100,100,600,4.6,0.2
741,492,Sinnoh,Shaymin-Sky,grass,flying,Serene Grace,,,100,103,75,120,75,127,600,11.5,0.4
742,493,Sinnoh,Arceus,normal,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
743,493,Sinnoh,Arceus-Fire,fire,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
744,493,Sinnoh,Arceus-Water,water,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
745,493,Sinnoh,Arceus-Grass,grass,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
746,493,Sinnoh,Arceus-Electric,electric,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
747,493,Sinnoh,Arceus-Ice,ice,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
748,493,Sinnoh,Arceus-Fighting,fighting,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
749,493,Sinnoh,Arceus-Poison,poison,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
750,493,Sinnoh,Arceus-Ground,ground,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
751,493,Sinnoh,Arceus-Flying,flying,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
752,493,Sinnoh,Arceus-Psychic,psychic,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
753,493,Sinnoh,Arceus-Bug,bug,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
754,493,Sinnoh,Arceus-Rock,rock,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
755,493,Sinnoh,Arceus-Ghost,ghost,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
756,493,Sinnoh,Arceus-Dragon,dragon,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
757,493,Sinnoh,Arceus-Dark,dark,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
758,493,Sinnoh,Arceus-Steel,steel,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
759,493,Sinnoh,Arceus-Fairy,fairy,,Multitype,,,120,120,120,120,120,120,720,705.5,3.2
760,494,Unova,Victini,psychic,fire,Victory Star,,,100,100,100,100,100,100,600,8.8,0.4
761,495,Unova,Snivy,grass,,Overgrow,,Contrary,45,45,55,45,55,63,308,17.9,0.6
762,496,Unova,Servine,grass,,Overgrow,,Contrary,60,60,75,60,75,83,413,35.3,0.8
763,497,Unova,Serperior,grass,,Overgrow,,Contrary,75,75,95,75,95,113,528,138.9,3.3
764,498,Unova,Tepig,fire,,Blaze,,Thick Fat,65,63,45,45,45,45,308,21.8,0.5
765,499,Unova,Pignite,fire,fighting,Blaze,,Thick Fat,90,93,55,70,55,55,418,122.4,1
766,500,Unova,Emboar,fire,fighting,Blaze,,Reckless,110,123,65,100,65,65,528,330.7,1.6
767,501,Unova,Oshawott,water,,Torrent,,Shell Armor,55,55,45,63,45,45,308,13,0.5
768,502,Unova,Dewott,water,,Torrent,,Shell Armor,75,75,60,83,60,60,413,54,0.8
769,503,Unova,Samurott,water,,Torrent,,Shell Armor,95,100,85,108,70,70,528,208.6,1.5
770,503,Hisui,Hisuian Samurott,water,dark,Torrent,,Sharpness,90,108,80,100,65,85,528,128.3,1.5
771,504,Unova,Patrat,normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,25.6,0.5
772,505,Unova,Watchog,normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,59.5,1.1
773,506,Unova,Lillipup,normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,9,0.4
774,507,Unova,Herdier,normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,32.4,0.9
775,508,Unova,Stoutland,normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,134.5,1.2
776,509,Unova,Purrloin,dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,22.3,0.4
777,510,Unova,Liepard,dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,82.7,1.1
778,511,Unova,Pansage,grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,23.1,0.6
779,512,Unova,Simisage,grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,67.2,1.1
780,513,Unova,Pansear,fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,24.3,0.6
781,514,Unova,Simisear,fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,61.7,1
782,515,Unova,Panpour,water,,Gluttony,,Torrent,50,53,48,53,48,64,316,30.9,0.6
783,516,Unova,Simipour,water,,Gluttony,,Torrent,75,98,63,98,63,101,498,63.9,1
784,517,Unova,Munna,psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,51.4,0.6
785,518,Unova,Musharna,psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,133.4,1.1
786,519,Unova,Pidove,normal,flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,4.6,0.3
787,520,Unova,Tranquill,normal,flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,33.1,0.6
788,521,Unova,Unfezant-M,normal,flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,63.9,1.2
789,521,Unova,Unfezant-F,normal,flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,63.9,1.2
790,522,Unova,Blitzle,electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,65.7,0.8
791,523,Unova,Zebstrika,electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,175.3,1.6
792,524,Unova,Roggenrola,rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,39.7,0.4
793,525,Unova,Boldore,rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,224.9,0.9
794,526,Unova,Gigalith,rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,573.2,1.7
795,527,Unova,Woobat,psychic,flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,4.6,0.4
796,528,Unova,Swoobat,psychic,flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,23.1,0.9
797,529,Unova,Drilbur,ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,18.7,0.3
798,530,Unova,Excadrill,ground,steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,89.1,0.7
799,531,Unova,Audino,normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,68.3,1.1
800,531,Unova,Mega Audino,normal,fairy,Healer,,,103,60,126,80,126,50,545,70.5,1.5
801,532,Unova,Timburr,fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,27.6,0.6
802,533,Unova,Gurdurr,fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,88.2,1.2
803,534,Unova,Conkeldurr,fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,191.8,1.3
804,535,Unova,Tympole,water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,9.9,0.5
805,536,Unova,Palpitoad,water,ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,37.5,0.8
806,537,Unova,Seismitoad,water,ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,136.7,1.5
807,538,Unova,Throh,fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,122.4,1.3
808,539,Unova,Sawk,fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,112.4,1.3
809,540,Unova,Sewaddle,bug,grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,5.5,0.3
810,541,Unova,Swadloon,bug,grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,16.1,0.5
811,542,Unova,Leavanny,bug,grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,45.2,1.2
812,543,Unova,Venipede,bug,poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,11.7,0.4
813,544,Unova,Whirlipede,bug,poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,129,1.2
814,545,Unova,Scolipede,bug,poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,442,2.5
815,546,Unova,Cottonee,grass,fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1.3,0.3
816,547,Unova,Whimsicott,grass,fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,14.6,0.7
817,548,Unova,Petilil,grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,14.6,0.5
818,549,Unova,Lilligant,grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,35.9,1.1
819,549,Hisui,Hisuian Lilligant,grass,fighting,Chlorophyll,Hustle,Leaf Guard,70,105,85,50,75,105,480,42.3,1.2
820,550,Unova,Basculin-Red Stripe,water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7,1
821,550,Unova,Basculin-Blue Stripe,water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7,1
822,550,Hisui,Basculin-White Stripe,water,,Rattled,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7,1
823,551,Unova,Sandile,ground,dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,33.5,0.7
824,552,Unova,Krokorok,ground,dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,73.6,1
825,553,Unova,Krookodile,ground,dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,212.3,1.5
826,554,Unova,Darumaka,fire,,Hustle,,Inner Focus,70,90,45,15,45,50,315,82.7,0.6
827,554,Galar,Galarian Darumaka,ice,,Hustle,,Inner Focus,70,90,45,15,45,50,315,88.2,0.7
828,555,Unova,Darmanitan,fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,480,204.8,1.3
829,555,Galar,Galarian Darmanitan,ice,,Gorrilla Tactics,,Zen Mode,105,140,55,30,55,95,480,264.6,1.7
830,555,Unova,Zen Mode Darmanitan,fire,psychic,Zen Mode,,,105,30,105,140,105,55,540,204.8,1.3
831,555,Galar,Zen Mode Galarian Darmanitan,ice,fire,Zen Mode,,,105,160,55,30,55,135,540,264.6,1.7
832,556,Unova,Maractus,grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,61.7,1
833,557,Unova,Dwebble,bug,rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,32,0.3
834,558,Unova,Crustle,bug,rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,440.9,1.4
835,559,Unova,Scraggy,dark,fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,26,0.6
836,560,Unova,Scrafty,dark,fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,66.1,1.1
837,561,Unova,Sigilyph,psychic,flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,30.9,1.4
838,562,Unova,Yamask,ghost,,Mummy,,,38,30,85,55,65,30,303,3.3,0.5
839,562,Galar,Galarian Yamask,ghost,,Wandering Spirit,,,38,55,85,30,65,30,303,3.3,0.5
840,563,Unova,Cofagrigus,ghost,,Mummy,,,58,50,145,95,105,30,483,168.7,0.5
841,564,Unova,Tirtouga,water,rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,36.4,0.7
842,565,Unova,Carracosta,water,rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,178.6,1.2
843,566,Unova,Archen,rock,flying,Defeatist,,,55,112,45,74,45,70,401,20.9,0.5
844,567,Unova,Archeops,rock,flying,Defeatist,,,75,140,65,112,65,110,567,70.5,1.4
845,568,Unova,Trubbish,poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,68.3,0.6
846,569,Unova,Garbodor,poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,236.6,1.9
847,570,Unova,Zorua,dark,,Illusion,,,40,65,40,80,40,65,330,27.6,0.7
848,570,Hisui,Hisuian Zorua,normal,ghost,Illusion,,,35,60,40,85,40,70,330,27.6,0.7
849,571,Unova,Zoroark,dark,,Illusion,,,60,105,60,120,60,105,510,178.8,1.6
850,571,Hisui,Hisuian Zoroark,normal,ghost,Illusion,,,55,100,60,125,60,110,510,160.9,1.6
851,572,Unova,Minccino,normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,12.8,0.4
852,573,Unova,Cinccino,normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,16.5,0.5
853,574,Unova,Gothita,psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,12.8,0.4
854,575,Unova,Gothorita,psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,39.7,0.7
855,576,Unova,Gothitelle,psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,97,1.5
856,577,Unova,Solosis,psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,2.2,0.3
857,578,Unova,Duosion,psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,17.6,0.6
858,579,Unova,Reuniclus,psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,44.3,1
859,580,Unova,Ducklett,water,flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,12.1,0.5
860,581,Unova,Swanna,water,flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,53.4,1.3
861,582,Unova,Vanillite,ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,12.6,0.4
862,583,Unova,Vanillish,ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,90.4,1.1
863,584,Unova,Vanilluxe,ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,126.8,1.3
864,585,Unova,Deerling-Spring,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43,0.6
865,585,Unova,Deerling-Summer,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43,0.6
866,585,Unova,Deerling-Autumn,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43,0.6
867,585,Unova,Deerling-Winter,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43,0.6
868,586,Unova,Sawsbuck-Spring,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9,1.9
869,586,Unova,Sawsbuck-Summer,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9,1.9
870,586,Unova,Sawsbuck-Autumn,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9,1.9
871,586,Unova,Sawsbuck-Winter,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9,1.9
872,587,Unova,Emolga,electric,flying,Static,,Motor Drive,55,75,60,75,60,103,428,11,0.4
873,588,Unova,Karrablast,bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,13,0.5
874,589,Unova,Escavalier,bug,steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,72.8,1
875,590,Unova,Foongus,grass,poison,Effect Spore,,Regenerator,69,55,45,55,55,15,294,2.2,0.2
876,591,Unova,Amoonguss,grass,poison,Effect Spore,,Regenerator,114,85,70,85,80,30,464,23.1,0.6
877,592,Unova,Frillish-M,water,ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,72.8,1.2
878,592,Unova,Frillish-F,water,ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,72.8,1.2
879,593,Unova,Jellicent-M,water,ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,297.6,2.2
880,593,Unova,Jellicent-F,water,ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,297.6,2.2
881,594,Unova,Alomomola,water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,69.7,1.2
882,595,Unova,Joltik,bug,electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1.3,0.1
883,596,Unova,Galvantula,bug,electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,31.5,0.8
884,597,Unova,Ferroseed,grass,steel,Iron Barbs,,,44,50,91,24,86,10,305,41.4,0.6
885,598,Unova,Ferrothorn,grass,steel,Iron Barbs,,Anticipation,74,94,131,54,116,20,489,242.5,1
886,599,Unova,Klink,steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,46.3,0.3
887,600,Unova,Klang,steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,112.4,0.6
888,601,Unova,Klinklang,steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,178.6,0.6
889,602,Unova,Tynamo,electric,,Levitate,,,35,55,40,45,40,60,275,0.7,0.2
890,603,Unova,Eelektrik,electric,,Levitate,,,65,85,70,75,70,40,405,48.5,1.2
891,604,Unova,Eelektross,electric,,Levitate,,,85,115,80,105,80,50,515,177.5,2.1
892,605,Unova,Elgyem,psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,19.8,0.5
893,606,Unova,Beheeyem,psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,76.1,1
894,607,Unova,Litwick,ghost,fire,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,6.8,0.3
895,608,Unova,Lampent,ghost,fire,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,28.7,0.6
896,609,Unova,Chandelure,ghost,fire,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,75.6,1
897,610,Unova,Axew,dragon,,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,39.7,0.6
898,611,Unova,Fraxure,dragon,,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,79.4,1
899,612,Unova,Haxorus,dragon,,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,232.6,1.8
900,613,Unova,Cubchoo,ice,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,18.7,0.5
901,614,Unova,Beartic,ice,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,573.2,2.6
902,615,Unova,Cryogonal,ice,,Levitate,,,80,50,50,95,135,105,515,326.3,1.1
903,616,Unova,Shelmet,bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,17,0.4
904,617,Unova,Accelgor,bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,55.8,0.8
905,618,Unova,Stunfisk,ground,electric,Static,Limber,Sand Veil,109,66,84,81,99,32,471,24.3,0.7
906,618,Galar,Galarian Stunfisk,ground,steel,Minicry,,,109,81,99,66,84,32,471,45.2,0.7
907,619,Unova,Mienfoo,fighting,,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,44.1,0.9
908,620,Unova,Mienshao,fighting,,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,78.3,1.4
909,621,Unova,Druddigon,dragon,,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,306.4,1.6
910,622,Unova,Golett,ground,ghost,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,202.8,1
911,623,Unova,Golurk,ground,ghost,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,727.5,2.8
912,624,Unova,Pawniard,dark,steel,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,22.5,0.5
913,625,Unova,Bisharp,dark,steel,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,154.3,1.6
914,626,Unova,Bouffalant,normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,208.6,1.6
915,627,Unova,Rufflet,normal,flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,23.1,0.5
916,628,Unova,Braviary,normal,flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,90.4,1.5
917,628,Hisui,Hisuian Braviary,psychic,flying,Keen Eye,Sheer Force,Tinted Lens,110,83,70,112,70,65,510,95.7,1.7
918,629,Unova,Vullaby,dark,flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,19.8,0.5
919,630,Unova,Mandibuzz,dark,flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,87.1,1.2
920,631,Unova,Heatmor,fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,127.9,1.4
921,632,Unova,Durant,bug,steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,72.8,0.3
922,633,Unova,Deino,dark,dragon,Hustle,,,52,65,50,45,50,38,300,38.1,0.8
923,634,Unova,Zweilous,dark,dragon,Hustle,,,72,85,70,65,70,58,420,110.2,1.4
924,635,Unova,Hydreigon,dark,dragon,Levitate,,,92,105,90,125,90,98,600,352.7,1.8
925,636,Unova,Larvesta,bug,fire,Flame Body,,Swarm,55,85,55,50,55,60,360,63.5,1.1
926,637,Unova,Volcarona,bug,fire,Flame Body,,Swarm,85,60,65,135,105,100,550,101.4,1.6
927,638,Unova,Cobalion,steel,fighting,Justified,,,91,90,129,90,72,108,580,551.2,2.1
928,639,Unova,Terrakion,rock,fighting,Justified,,,91,129,90,72,90,108,580,573.2,1.9
929,640,Unova,Virizion,grass,fighting,Justified,,,91,90,72,90,129,108,580,440.9,2
930,641,Unova,Tornadus-Incarnate,flying,,Prankster,,Defiant,79,115,70,125,80,111,580,138.9,1.5
931,641,Unova,Tornadus-Therian,flying,,Regenerator,,Defiant,79,100,80,110,90,121,580,138.9,1.4
932,642,Unova,Thundurus-Incarnate,electric,flying,Prankster,,Volt Absorb,79,115,70,125,80,111,580,134.5,1.5
933,642,Unova,Thundurus-Therian,electric,flying,Prankster,,Defiant,79,105,70,145,80,101,580,134.5,3
934,643,Unova,Reshiram,dragon,fire,Turboblaze,,,100,120,100,150,120,90,680,727.5,3.2
935,644,Unova,Zekrom,dragon,electric,Teravolt,,,100,150,120,120,100,90,680,760.6,2.9
936,645,Unova,Landorus-Incarnate,ground,flying,Sand Force,,Sheer Force,89,125,90,115,80,101,600,149.9,1.5
937,645,Unova,Landorus-Therian,ground,flying,Intimidate,,,89,145,90,105,80,91,600,149.9,1.3
938,646,Unova,Kyurem,dragon,ice,Pressure,,,125,130,90,130,90,95,660,716.5,3
939,646,Unova,Kyurem-Black,dragon,ice,Teravolt,,,125,170,100,120,90,95,700,716.5,3.3
940,646,Unova,Kyurem-White,dragon,ice,Turboblaze,,,125,120,90,170,100,95,700,716.5,3.6
941,647,Unova,Keldeo,water,fighting,Justified,,,91,72,90,129,90,108,580,106.9,1.4
942,647,Unova,Resolute Keldeo,water,fighting,Justified,,,91,72,90,129,90,108,580,106.9,1.4
943,648,Unova,Meloetta-Aria,normal,psychic,Serene Grace,,,100,77,77,128,128,90,600,14.3,0.6
944,648,Unova,Meloetta-Pirouette,normal,fighting,Serene Grace,,,100,128,90,77,77,128,600,14.3,0.6
945,649,Unova,Genesect,bug,steel,Download,,,71,120,95,120,95,99,600,181.9,1.5
946,650,Kalos,Chespin,grass,,Overgrow,,Bulletproof,56,61,65,48,45,38,313,19.8,0.4
947,651,Kalos,Quilladin,grass,,Overgrow,,Bulletproof,61,78,95,56,58,57,405,63.9,0.7
948,652,Kalos,Chesnaught,grass,fighting,Overgrow,,Bulletproof,88,107,122,74,75,64,530,198.4,1.6
949,653,Kalos,Fennekin,fire,,Blaze,,Magician,40,45,40,62,60,60,307,20.7,0.4
950,654,Kalos,Braixen,fire,,Blaze,,Magician,59,59,58,90,70,73,409,32,1
951,655,Kalos,Delphox,fire,psychic,Blaze,,Magician,75,69,72,114,100,104,534,86,1.5
952,656,Kalos,Froakie,water,,Torrent,,Protean,41,56,40,62,44,71,314,15.4,0.3
953,657,Kalos,Frogadier,water,,Torrent,,Protean,54,63,52,83,56,97,405,24,0.6
954,658,Kalos,Greninja,water,dark,Torrent,,Protean,72,95,67,103,71,122,530,88.2,1.5
955,658,Kalos,Ash-Greninja,water,dark,Battle Bond,,,72,145,67,153,71,132,640,88.2,1.5
956,659,Kalos,Bunnelby,normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,11,0.4
957,660,Kalos,Diggersby,normal,ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,93.5,1
958,661,Kalos,Fletchling,normal,flying,Big Pecks,,Gale Wings,45,50,43,40,38,62,278,3.7,0.3
959,662,Kalos,Fletchinder,fire,flying,Flame Body,,Gale Wings,62,73,55,56,52,84,382,35.3,0.7
960,663,Kalos,Talonflame,fire,flying,Flame Body,,Gale Wings,78,81,71,74,69,126,499,54,1.2
961,664,Kalos,Scatterbug,bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,5.5,0.3
